model,seed,generation,evaluations,best_objective_m,median_objective_m,mean_objective_m
TMSFF,45,15,1600,1.8143924277062735,1.816037631147537,1.829541838876673
TMSFF,45,16,1700,1.814284755432965,1.8145791131825448,1.818037228709305
TMSFF,45,17,1800,1.8142797872226957,1.814544130087134,1.8586612059201408
TMSFF,45,18,1900,1.8142797872226957,1.8143924277062735,1.835238996311887
TMSFF,45,19,2000,1.8142797872226957,1.8142876639177714,1.819809526210693
TMSFF,45,20,2100,1.8142748394905617,1.814284755432965,1.8184672594107167
TMSFF,45,21,2200,1.8142701973554223,1.8142797872226957,1.833970559016187
TMSFF,45,22,2300,1.8140577519167056,1.8142797872226957,1.822372992757571
TMSFF,45,23,2400,1.8140577519167056,1.8142797187192465,1.8235215216633538
TMSFF,45,24,2500,1.8140577519167056,1.8142748394905617,1.817184094068895
TMSFF,45,25,2600,1.8140426668170293,1.8142701973554223,1.824762650374728
TMSFF,45,26,2700,1.813748923832904,1.8142209949981423,1.8270164650892595
TMSFF,45,27,2800,1.8135688620421835,1.8140577519167056,1.821086283820788
TMSFF,45,28,2900,1.8135497246081858,1.8140463584240702,1.815717143838858
TMSFF,45,29,3000,1.8135497246081858,1.8140367897178136,1.8178429781391687
TMSFF,45,30,3100,1.8135497246081858,1.8138422106010952,1.8336680290387388
TMSFF,45,31,3200,1.8134884646820508,1.8136891707373974,1.8153163308166844
TMSFF,45,32,3300,1.8134884646820508,1.813687849042193,1.8516593917440887
TMSFF,45,33,3400,1.8134884646820508,1.813687849042193,1.829555997781855
TMSFF,45,34,3500,1.8134884646820508,1.8136485291362432,1.8265322957228585
TMSFF,45,35,3600,1.8134884646820508,1.8135281508753123,1.8174848654831184
TMSFF,45,36,3700,1.8134856952549447,1.813495207066214,1.8205850776778565
TMSFF,45,37,3800,1.8134856952549447,1.8134884646820508,1.8181777278669784
